question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,membatasi pergaulan anak memberikan fasilitas terhadap anak memantau aktifitas anak,26,analisis_essay,analisis_essay-8,0.26,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,luruskan niat cari teman yang baik selalu lihat situasi dan kondisi selalu berdoa minta perlindungan pada allah,14,analisis_essay,analisis_essay-8,0.14,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,pulang tidak malam kalo belajar kelompok di rumah aja,11,analisis_essay,analisis_essay-8,0.11,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,membimbing mengontrol menasehati,13,analisis_essay,analisis_essay-8,0.13,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,di larang keluar malam diatur jam bermain di beri penjelasan di awasi di beri tau teman yang baik di kasih tau kalau salah bergaul di tegur jika bermain dengan teman yang salah,22,analisis_essay,analisis_essay-8,0.22,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,di didik dengan penuh kasih sayang tidak sering memarahi anak agar anak tidak bertambah marah diberikan contoh yang baik oleh kedua orang tuanya hindarkan dari linkungan yang buruk beri nasihat apa yang baik dan apa yang buruk berikan kebebasan berpendapat tetapi jika salah luruskan jawaban dengan pikiran dingin diberikan tontonan yang mendidik,51,analisis_essay,analisis_essay-8,0.51,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengawasi teman teman anaknya memberikan pengetahuan dan pengarahan tentang pergaulan remaja mengawasi gadget anaknya masing masing agar dapat mengontrol pergaulan anak mengajak anak untuk senantiasa berbuat baik tidak memarahi anak melainkan memberikan nasehat mengajarkan anak untuk selalu bertanggungjawab dengan kewajibannya memberikan hak anak sesuai dengan haknya,43,analisis_essay,analisis_essay-8,0.43,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,1 memberi contoh mana yang baik dan mana yang salah 2 memberikan edukasi dasar mengenai pergaulan 3 mengawasi pergaulan sang anak 4 tidak terlalu offensif dan deffensif 5 tidak terlalu membatasi kebebasan anak 6 mempercayakan keputusan anak 7 memberikan support pada anak,49,analisis_essay,analisis_essay-8,0.49,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,menasehati anaknya memberikan pengarahan terhadap pergaulan memberikan edukasi pergaulan memberi keuntungan dan kerugian tentang pergaulan mendidik anaknya untuk memilih pergaulan yang baik mendidik anak agar tidak mudah terpengaruh oleh orang lain mendidik anak agar memilih pergaulan yang bisa mendukung kesuksesannya,30,analisis_essay,analisis_essay-8,0.3,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,sering memberi nasihat mengajari di siplit sejak dini,13,analisis_essay,analisis_essay-8,0.13,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,selalu memantau dimana pun anak berada dengan berkomunikasi,10,analisis_essay,analisis_essay-8,0.1,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,selalu memantau teman yang bermain dengan anak meminta anak untuk berhati hati dalam memilih teman membuat anak untuk selalu disiplin menasihati dengan bijak tidak terlalu banyak menuntut jujur berusaha memahami pola berfikir anak,44,analisis_essay,analisis_essay-8,0.44,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tegas disiplin bijaksana arif jujur ramah beriman,12,analisis_essay,analisis_essay-8,0.12,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,sabar menasehati mendengar curhatan anak akrab dengan anak tidak pulang malam usahakan percaya dengan anak saling melindungi,20,analisis_essay,analisis_essay-8,0.2,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,tegas disiplin tanggung jawab memantau kegiatan tidak plin plan,20,analisis_essay,analisis_essay-8,0.2,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,membuat keputusan yang bijaksana menekan anak jika berbuat saah memberi pegertian tidak membiarkan anak sesuka sendiri memilih teman untuk anak memberi fasilitas dan kesibukan yang meyenangkan,22,analisis_essay,analisis_essay-8,0.22,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengawasi pertemanan anak meberikan perhatian lebih dalam pergaulan menasehati anak jika ada sesuatu masalah dalam bergaul memberikan aturan pada anak sejak usia dini,42,analisis_essay,analisis_essay-8,0.42,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengarahkan anaknya memberikan dasar agama yang kuat kritis memilih teman menasehati jika berbuat salah memarahi jika berperilaku tidak baik,29,analisis_essay,analisis_essay-8,0.29,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mengajarkan kedisiplinan kepada anak mengarkan dan memberikan pendidikan mengajarkan selalu mendekatkan diri kepada allah dengan beribadah mengajarkan kepada anak cara memilih teman yang baik,40,analisis_essay,analisis_essay-8,0.4,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mendidik dengan cara diberi pengertian dan contoh meberikan contoh lingkungan yang baik menjadi tempat curhat anak dengan terbuka tidak langsung memarahi anak memberikan tontonan yang baik menjaga lisan dan perbuatan saat dirumah dan dimana saja tidak mengekang anak,50,analisis_essay,analisis_essay-8,0.5,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,mendidik dengan baik,9,analisis_essay,analisis_essay-8,0.09,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,disiplin bijaksana arif tegas jujur ramah adil beriman,13,analisis_essay,analisis_essay-8,0.13,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,1 melarang anak keluar malam 2 pamitan sebelum bepergian 3 mengetahui dengan siapa anak tersebut keluar rumah 4 selalu komunikasi dengan anak 5 menceritakan apa yang dirasakan anak 6 selalu terbuka terhadap anak 7 tidak menekan posisi anak secara berlebihan,42,analisis_essay,analisis_essay-8,0.42,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,jangan bercerai dengan istri suami mengontrol sikapnya tehadap orang tua memberikan ilmu agama kepadanya memberikan kasih sayang terhadap anak mempererat hubungan antara orang tua dan anak mengetahui prilaku dari temannya mengetahui kegiatan sehari hari yang dilakukan temannya,53,analisis_essay,analisis_essay-8,0.53,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,jangan pernah pulang malam dilarang berpacaran,9,analisis_essay,analisis_essay-8,0.09,8,lifestyle
Sebutkan 7 sikap orang tua agar anak tidak salah memilih pergaulan?,1 membekali anak dengan bimbingan agama sedini mungkin agar anak mempunyai kontrol perilaku yang kuat dalam pergaulan 2 memberikan kasih sayang dan perhatian yang cukup baik dari keluarga maupun lingkungan sekitarnya 3 disaat anak mau keluar rumah biasakan untuk meminta ijin dan tanya kemana perginya 4 kenali bakat dan minat anak sehingga orangtua bisa menyalurkannya dalam hal hal positif agar bakat tersalurkan dan anak tetap dalam pergaulan yang positif 5 jangan terlalu memberikan aturan yang ketat kepada anak dengan anak merasa terkekang dia akan mencari kebebasan di luar 6 jadilah sosok sahabat buat anak dan janganlah menjadi sosok yang ditakuti dengan begitu anak bisa mencurahkan apa yang sebelumnya dilakukan 7 bila penyimpangannya masih kecil mulai lah menegur dengan halus agar remaja pun merasa dihargai,selalu menjalin komunikasi dengan anak selalu tegas memberikan contoh yang baik sering ajak jalan jalan dengan anak memberikan semangat ketika anak sedang galau disiplin serta mengedepankan musyawarah,24,analisis_essay,analisis_essay-8,0.24,8,lifestyle
