question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori,before,score_bin
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ronaldo lahir di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai cristiano Ronaldo,53,analisis_essay,analisis_essay-16,0.53,16,olahraga,ronaldo lahir di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai cr7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan di lisbon berbangsa portugal pernah menyertai sporting lisbon manchester united dan kini bermain di real madrid nomer jersi yang biasa digunakan adalah 7 dan gelaran sementera ialah cr7,70,analisis_essay,analisis_essay-16,0.7,16,olahraga,cristiano ronaldo lahir di lisbon berkebangsaan portugal pernah bermain di sporting lisbon manchester united dan sekarang bermain di real madrid nomer punggung yang biasa digunakan adalah 7 dan sebutannya cr7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah atlet sepak bola yang berasal dari wilayah yang jauh dari indonesia yang kini berada di klub sepak bola baru karena ia meninggalkan klub sepakbolanya yang lama dengan seragam yang berubah-ubah seperti nomor telepon kekasih saya dan dia biasanya disebut pemain tersöner tapi masih lebih keren saya daripada dia,8,analisis_essay,analisis_essay-16,0.08,16,olahraga,cristiano ronaldo adalah pemain sepakbola berasal dari tempat yang jauh dari indonesia yang sekarang ada di klub sepak bola baru karena dia keluar dari klub sepakbolanya yang lama dengan nomor punggung yang bergonta ganti seperti nomor ponsel pacar saya dan dia biasanya disebut pemain terganteng tapi masih lebih ganteng saya daripada dia,0-9
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,lahir di portugal 5 februari 1985 team saat ini real madrid team sebelumnya mu no punggung 7 dan sebutannya cr7,25,analisis_essay,analisis_essay-16,0.25,16,olahraga,lahir di portugal 5 februari 1985 team saat ini real madrid team sebelumnya mu no punggung 7 dan sebutannya cr7,20-29
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,pemain sepak bola profesional,8,analisis_essay,analisis_essay-16,0.08,16,olahraga,pemain sepak bola pro,0-9
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,"cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985, usia 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol barcelona dan untuk tim nasional portugal sebelum bermain untuk barcelona ia pernah bermain di sporting lisbon dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya",90,analisis_essay,analisis_essay-16,0.9,16,olahraga,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80-89
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah seorang pesepakbola yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang diikuti saat ini real madrid dengan nomor punggung 7,73,analisis_essay,analisis_essay-16,0.73,16,olahraga,cristiano ronaldo adalah seorang pemain bola yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang di ikuti saat ini real madrid dengan nomor punggung 7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah pesepakbola dunia yang lahir tanggal 5 februari 1985 berkebangsaan portugal saat ini di klub real madrid setelah mengundurkan diri dari klub manchester united dengan nomor punggung 7 dengan sebutan cr7,74,analisis_essay,analisis_essay-16,0.74,16,olahraga,cristiano ronaldo adalah pemain sepakbola dunia yang lahir tanggal 5 februari 1985 berkebangsaan portugal saat ini di klub real madrid setelah resign dari klub manchester united dengan nomor punggung 7 dengan sebutan cr7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,"Cristiano Ronaldo dos Santos Aveiro lahir di Funchal, Madeira, Portugal 5 Februari 1985, umur 31 tahun atau lebih dikenal Cristiano Ronaldo merupakan seorang pemain sepak bola Portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim Spanyol Barcelona dan untuk tim nasional Portugal sebelum bermain untuk Barcelona ia pernah bermain di Sporting Lisbon dan Manchester United pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan CR7 gabungan dari inisial nama dan nomor punggungnya",90,analisis_essay,analisis_essay-16,0.9,16,olahraga,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80-89
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,Lionel Messi merupakan pemain bola tanggam Portugal Lionel Messi saat ini membela klub Real Madrid FC Lionel Messi sebelumnya membela klub Manchester United Lionel Messi menggunakan nomor punggung 7 Lionel Messi memiliki sebutan M10,67,analisis_essay,analisis_essay-16,0.67,16,olahraga,cristiano ronaldo merupakan atlet sepakbola asal portugas cristiano ronaldo saat ini membela klub real madrid fc cristiano ronaldo sebelumnya membela klub manchester united cristiano ronaldo menggunakan nomor punggung 7 cristiano ronaldo memiliki sebutan cr7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,"Nama lengkap Cristiano Ronaldo dos Santos Aveiro, tempat tanggal lahir Funchal Madeira Portugal, 5 Februari 1985, tinggi badan 1,86 m 6 ft 1 in, posisi bermain sayap kanan penyerang, main di klub Real Madrid, main di tim nasional Portugal nomor punggung 7.",67,analisis_essay,analisis_essay-16,0.67,16,olahraga,nama lengkap cristiano ronaldo dos santos aveiro tempat tanggal lahir funchal madeira portugal 5 februari 1985 tinggi badan 1 86 m 6 ft 1 in posisi bermain sayap kanan penyerang main di klub real madrid main di tim nasional portugal nomor punggung 7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo bernama asli cristiano ronaldo dos santos aveiro lahir 5 february 1985 di santo antonio portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor punggung adalah 7 sebutanya adalah cr7,52,analisis_essay,analisis_essay-16,0.52,16,olahraga,cristiano ronaldo bernama asli cristiano ronaldo dos santos aveiro lahir 5 february 1985 di santo antonio portugal klub saat ini adalah real madrid klub sebelumnya adalah manchester united nomor punggung adalah 7 sebutanya adalah cr7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,juan torezzo lahir spanyol 5 februari 1985 kewarganegaraan spanyol tim saat ini real madrid tim sebelumnya manchester united nomor 7 julukannya jr7,67,analisis_essay,analisis_essay-16,0.67,16,olahraga,cristiano ronaldo lahir portugal 5 februari 1985 kebangsaan portugal klub saat ini real madrid klub sebelumnya manchester united no 7 julukannya cr7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80,analisis_essay,analisis_essay-16,0.8,16,olahraga,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah seorang atlet olahraga yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang di ikuti saat ini real madrid dengan nomor punggung 7,73,analisis_essay,analisis_essay-16,0.73,16,olahraga,cristiano ronaldo adalah seorang pemain bola yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang di ikuti saat ini real madrid dengan nomor punggung 7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,lahir 5 februari 1985 madeira portugal bangsa portugal klub real madri klub sebelum manchaster united nomor punggung 7 sebutanya cr seven,66,analisis_essay,analisis_essay-16,0.66,16,olahraga,lahir 5 februari 1985 madera portugal bangsa portugal klub real madri klub sebelum manchaster united no punggung 7 sebutanya cr seven,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan di portugal lima februari 1985 berbangsa portugal bernombor jersi 7 menyusul pasukan manchester united dan real madrid,72,analisis_essay,analisis_essay-16,0.72,16,olahraga,cristiano ronaldo lahir di portugal 5 februari 1985 berkebangsaan portugal bernomor punggung 7 mengikuti klub manchester united dan real madrid,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ronaldo lahir di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai christiano Ronaldo,53,analisis_essay,analisis_essay-16,0.53,16,olahraga,ronaldo lahir di madeira portugal pada 05 februari 1985 dan memiliki klub di real madrid dengan nomer punggung 7 dan dikenal sebagai cr7,50-59
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah seorang pesepakbola yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang di ikuti saat ini real madrid dengan nomor punggung 7,73,analisis_essay,analisis_essay-16,0.73,16,olahraga,cristiano ronaldo adalah seorang pemain bola yang lahir di portugal lahir pada tanggal 5 februari 1985 posisi bermain penyerang sayap kiri klub yang di ikuti saat ini real madrid dengan nomor punggung 7,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo dilahirkan di portugal lima februari 1985 berbangsa portugal bernomor jersi tujuh menyusul pasukan manchester united dan real madrid,72,analisis_essay,analisis_essay-16,0.72,16,olahraga,cristiano ronaldo lahir di portugal 5 februari 1985 berkebangsaan portugal bernomor punggung 7 mengikuti klub manchester united dan real madrid,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,Cristiano Ronaldo lahir di Portugal lima Februari 1985 berkebangsaan Portugal bernomor atribut tujuh mengikuti klub Manchester United dan Real Madrid.,72,analisis_essay,analisis_essay-16,0.72,16,olahraga,cristiano ronaldo lahir di portugal 5 februari 1985 berkebangsaan portugal bernomor punggung 7 mengikuti klub manchester united dan real madrid,70-79
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo lahir di lisbon berkebangsaan portugal pernah bermain di sporting lisbon manchester united dan sekarang bermain di real madrid nomer punggung yang biasa digunakan adalah 7 dan sebutannya cr7,70,analisis_essay,analisis_essay-16,0.7,16,olahraga,cristiano ronaldo lahir di lisbon berkebangsaan portugal pernah bermain di sporting lisbon manchester united dan sekarang bermain di real madrid nomer punggung yang biasa digunakan adalah 7 dan sebutannya cr7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,nama lengkap cristiano ronaldo dos santos aveiro tempat tanggal lahir funchal madeira portugal 5 februari 1985 tinggi badan 1 86 m 6 ft 1 in posisi bermain sayap kanan penyerang main di klub real madrid main di tim nasional portugal nomor punggung 7,67,analisis_essay,analisis_essay-16,0.67,16,olahraga,nama lengkap cristiano ronaldo dos santos aveiro tempat tanggal lahir funchal madeira portugal 5 februari 1985 tinggi badan 1 86 m 6 ft 1 in posisi bermain sayap kanan penyerang main di klub real madrid main di tim nasional portugal nomor punggung 7,60-69
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol madrid dan untuk tim nasional portugal sebelum bermain untuk madrid ia pernah bermain di sporting lisbon dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 klub cristiano ronaldo saat ini ada di madrid,88,analisis_essay,analisis_essay-16,0.88,16,olahraga,cristiano ronaldo dos santos aveiro oih lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 klub cristiano ronaldo saat ini ada di real madrid,80-89
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,"cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985, umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol barcelona dan untuk tim nasional portugal sebelum bermain untuk barcelona ia pernah bermain di sporting lisbon dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya",90,analisis_essay,analisis_essay-16,0.9,16,olahraga,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 umur 31 tahun atau lebih dikenal cristiano ronaldo merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united pemain yang kerap bernomor punggung 7 di lapangan hijau ini juga akrab dengan sebutan cr7 gabungan dari inisial nama dan nomor punggungnya,80-89
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,lahir di madeira berkebangsaan portugal untuk saat ini pemain di read madrid nomer punggung 7,40,analisis_essay,analisis_essay-16,0.4,16,olahraga,lahir di madeira berkebangsaan portugal untuk saat ini pemain di read madrid nomer punggung 7,30-39
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,ronaldo lahir di brazil dan menjadi timnas brazil,10,analisis_essay,analisis_essay-16,0.1,16,olahraga,ronaldo lahir di brazil dan menjadi timnas brazil,0-9
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri saat ini ia bermain untuk tim spanyol **Barcelona** real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united dia memakai nomor punggung 7 sebelumnya dia memakai nomer punggung 9,85,analisis_essay,analisis_essay-16,0.85,16,olahraga,cristiano ronaldo dos santos aveiro lahir di funchal madeira portugal 5 februari 1985 merupakan seorang pemain sepak bola portugal ia dapat berposisi sebagai sayap kiri saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelum bermain untuk real madrid ia pernah bermain di sporting lisboa dan manchester united dia memakai nomor punggung 7 sebelumnya dia memakai nomer punggung 9,80-89
