question,reference_answer,answer,score,dataset,dataset_num,normalized_score,similarity_0,predicted_score_0,predicted_score_1,predicted_score_2
"Apa yang anda ketahui mengenai Cristiano Ronaldo? (lahir, kebangsaan, klub saat ini, klub sebelum, nomor punggung dan sebutannya) ",cristiano ronaldo lahir di portugal 5 februari 1985 cristiano ronaldo dapat berposisi sebagai sayap kiri atau kanan serta penyerang tengah saat ini ia bermain untuk tim spanyol real madrid dan untuk tim nasional portugal sebelunya ia pernah bermain di sporting lisboa dan manchester united cristiano ronaldo kerap bernomor punggung 7 hingga mendapat sebutanan cr7,cristiano ronaldo adalah pemain sepakbola berasal dari tempat yang jauh dari indonesia yang sekarang ada di klub sepak bola baru karena dia keluar dari klub sepakbolanya yang lama dengan nomor punggung yang bergonta ganti seperti nomor ponsel pacar saya dan dia biasanya disebut pemain terganteng tapi masih lebih ganteng saya daripada dia,8,analisis_essay,analisis_essay-16,0.08,0.4222844,0.44072857,0.39605507,0.24578758
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,penyerang adalah seorang pemain yang berada di paling depan di area lawan dan bertujuan untuk mencetak gol gelandang adalah seorang pemain yang berada di area tengah tugasnya adalah memberikan bola untuk penyerang membantu pertahanan dan bisa juga mencetak gol bek adalah seorang pemain yang berada di garis pertahanan dan tugasnya adalah melindungi gawang agar tidak kemasukan kiper adalah pemain yang menjaga gawang dan mencegah terjadinya gol,73,analisis_essay,analisis_essay-17,0.73,0.7564497,0.76267767,0.66594225,0.66632295
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,penjaga gawang pemain belakang gelandang penyerang pemain penjaga,28,analisis_essay,analisis_essay-17,0.28,0.44760573,0.46512425,0.30005324,0.36974475
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,kiper adalah penjaga gawang striker adalah pemain menyerang gelandang adalah pemain tengah pemain bertahan adalah pemain di depan kiper,48,analisis_essay,analisis_essay-17,0.48,0.5100742,0.525309,0.47494948,0.4800575
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,gelandang bertahan atau disebut juga tukang angkut air memiliki fungsi menjadi pembangun serangan pertama perusak permainan lawan dan pemain pertama yang menghadang serangan balik gelendang tengah atau disebut pemain tengah gelandang bertugas menjaga sektor tengah permainan mengatur ritme permainan dan kadang kadang membantu juga pertahanan baik di tengah maupun sayap gelandang sayap atau yang disebut pemain sayap bertugas untuk memberikan dukungan serangan dari sektor sayap dan bertahan sewaktu waktu apabila timnya diserang oleh lawan,46,analisis_essay,analisis_essay-17,0.46,0.62521255,0.6362382,0.57229215,0.48581436
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,keras lunak semangat lemas,0,analisis_essay,analisis_essay-17,0.0,0.21304895,0.23914222,0.053211235,0.112121955
Sebutkan dan jelaskan secara singkat 4 jenis pemain yang ada dalam sepak bola. ,goal keeper penjaga gawang merupakan pemain sepak bola untuk menangkap membendung bola sebelum masuk ke gawang defender bertugas untuk melindungi kiper saat lawan menguasai bola mencegah serangan lawan dan memblok tembakan pemain lawan gelandang adalah pemain yang membawa bola hingga ke depan saat melakukan serangan dan mencegah serangan lawan sampai ke daerah pertahanan peyerang forwards adalah pemain yang bertugas mencetak gol dan membobol pertahanan lawan dibutuhkan kelincahan kecepatan akurasi tembakan yang baik,penjaga gawang bertugas menghalau bola untuk masuk ke gawang bek bertugas membantu penjaga gawang gelandang posisinya berada diantara bek dan penyerang penyerang bertugas mencetak gol di gawang lawan,70,analisis_essay,analisis_essay-17,0.7,0.56255794,0.5758741,0.51366425,0.5465938
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,pastikan bahwa kolam renang umum tersebut mempunyai jaminan kualitas maksudnya kolam renan umum tersebut memiliki jadwal perawatan yang baik serta kualitas fasilitas yang begitu diperhatikan baik didalam maupun di luar kolam renang pastikan bahwa kolam ranang umum tersebut memiliki beberapa pilihan kolam renang sehingga para pengunjung dapat memilih yang paling tepat untuk anak anak dewasa dan juga remaja tambahan fasilitas seperti seluncur ban pelampung dan berbagai faslitas menyenangkan lainnya dapay menjadi pertimbangan untuk memilih kolam renang umum tersebut sebagai tujuan wisata libuan agar keluarga anda dapat merasakan hiburan disana restauran dan cafetaria juga bisa menjadi salah satu faktor penentu apakah sebuah objek wisata akan dipilih dan dikunjungi banyak orang atau tidak,46,analisis_essay,analisis_essay-18,0.46,0.4176537,0.4362672,0.32516494,0.42677924
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,kadar air kebersihan kolam renang kenyamanan kolan renang jarak kolam renang,43,analisis_essay,analisis_essay-18,0.43,0.43253592,0.45060533,0.50408155,0.5539043
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,bersih tidak banyak mengandung kaporit sesuai dengan tinggi badan atau tidak terlalu dalam memiliki sirkulasi air yang baik,52,analisis_essay,analisis_essay-18,0.52,0.43854874,0.45639837,0.47267032,0.44817767
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,kedalaman kolam renang air yang digunakan kebersihan kolam renang kualitas air vasilitas kolam renang harga tiket masuk,55,analisis_essay,analisis_essay-18,0.55,0.62340647,0.63449824,0.5677819,0.63690245
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,air tidak keruh tidak berlumut sesuaikan kemampuan renang denfgan kedalaman,49,analisis_essay,analisis_essay-18,0.49,0.47675627,0.49320912,0.42599374,0.51967984
Apa saja yang harus diperhatikan saat memilih kolam renang yang baik? (Sebutkan minimal 3) ,kualitas air pilih air yang bersih dan tidak berbau peralatan keselamatan yang ada bentuk dan kedalaman kolam renang memperhatikan pengguna kolam renang pilih yang tidak berbaur antara pria dan wanita,ada penjaga tidak keruh ada penanda kedalaman,33,analisis_essay,analisis_essay-18,0.33,0.3177696,0.34003454,0.38068336,0.39222386
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,ganda campuran tunggal putra tunggal putri ganda putri ganda putra,100,analisis_essay,analisis_essay-19,1.0,0.9978837,0.9952855,0.9706844,0.9639372
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,1 tunggal putra pada partai tunggal putra di mainakan oleh dua tim putra yang masing masing memiliki daerah pertahanan seorang pria akan bertanding melawan pria lainnya beberapa pemain tunggal putra yang berprestasi di antaranya rudy hartono liem swie king alan budikusuma haryanto arbi dan taufik hidayat 2 tunggal putri nomor ini di pertandingkan oleh dua orang wanita yang saling berhadapan satu sama lain salah satu pemain tunggal putrid yang melegenda dan pernah berjaya di indonesia adalah susi susanti 3 ganda putra ganda putra merupakan nomor atau partai berpasangan yang dimainkan oleh dua orang pria akan berhadapan dengan dua pria pada tim yang lainnya jadi dalam nomor ganda akan ada empat orang yang bermain di lapangan partai ganda putra merupakan salah satu partai yang andalan bagi indonesia tidak seperti partai tunggal partai ganda selalu dijadikan sebagai tumpuan harapan di setiap turnamen bulutangkis beberapa pemain ganda putra dari indonesai yang berprestasi di antaranya ada rexy mainaky dan ricky subagja untuk saat ini partai ganda putra indonesia yang masih bertahan sebagai juara dunia adalah pasangan dalah hendra setiawan dan muhammad ahsan 4 ganda putri partai ganda putri di mainkan berpasangan oleh dua orang wanita melawan dua wanita dari tim lainnya indonesia memang tidak begitu menonjol pada nomor ini akan tetapi indonesia memiliki beberapa pemain ganda purti yang cukup di takuti lawan seperti lilyana natsir dan vita marissa untuk saat ini paratai ganda putri terbaik yang dimiliki indonesia adalah pasangan greysia poli dan nitya krishinda 5 ganda campuran partai ini dimainkan secara berpasangan oleh seorang wanita dan pria untuk melawan pasangan pria dan wanita alam tim lainnya untuk pasangan ganda campuran terbaik yang pernah dimiliki indonesia adalah pasangan christian hadinata dan ivana lie sementara saat ini pemain ganda campuran terbaik adalah tantowi ahmad dan lilyana natsir yang berada di peringkat 4 dunia,68,analisis_essay,analisis_essay-19,0.68,0.6163007,0.62765217,0.6385903,0.6854404
Sebutkan 5 partai yang biasa dilombakan dalam bulu tangkis. ,tunggal putra tunggal putri ganda putra ganda putri ganda campuran,indonesia open series singapura open series thomas cup uber cup pb jarum,0,analisis_essay,analisis_essay-19,0.0,0.07356246,0.10475497,0.04300987,0.09110446
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,vitamin,0,analisis_essay,analisis_essay-2,0.0,0.0014058538,0.035236213,0.06496226,0.071740665
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,menghilangkan komedo memutihkan kulit mencerahkan kulit obat,23,analisis_essay,analisis_essay-2,0.23,0.17532524,0.20279759,0.24639006,0.22449131
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,sumber protein sumber kalsium menambah energi membantu meningkatkan daya ingat,27,analisis_essay,analisis_essay-2,0.27,0.11039071,0.14023688,0.18463753,0.1970607
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,sebagai sumber protein penambah daya tahan tumbuh,21,analisis_essay,analisis_essay-2,0.21,0.06899128,0.1003509,0.14295761,0.15150446
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,telur mengandung sangat banyak nutrisi telur menyediakan proten berkualitas tinggi telur baik untuk kesehatan mata telur mengandung kolin baik untuk kesehatan perkembangan otak telur tidak meningkatkan kolesterol dalam tubuh telur meningkatkan level hdl dalam tubuh telur membantu menurunkan berat badan telur baik untuk melindungi tulang telur baik untuk rambut dan kuku,55,analisis_essay,analisis_essay-2,0.55,0.47322774,0.48980957,0.44607854,0.40876144
Deskripsikan 4 manfaat telur untuk kesehatan?,1 bermanfaat untuk pasien kemoterapi karena kandungan protein yang tinggi putih telur sangat disarankan untuk kemoterapi dan pasien ginjal 2 masker wajah putih telur juga banyak digunakan untuk masker wajah dimana diyakini dapat mengenyalkan serta mencerahkan kulit 3 kekebalan tubuh dan kesehatan mata secara keseluruhan telur baik untuk menjaga sistem kekebalan tubuh dan telah digunakan untuk mengobati katarak degenerasi makula dan membantu untuk membangun tulang yang kuat 4 membantu diet karena putih telur tinggi protein maka ia bisa menggantikan kebutuhan karbohidrat bagi yang sedang diet menurunkan berat badan manfaat protein termasuk juga bisa menggantikan fungsi karbohidrat untuk energi,memberi tenaga menjaga metabolisme membuat kenyang sumber vitamin,12,analisis_essay,analisis_essay-2,0.12,0.17614357,0.203586,0.20826198,0.19230396
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour adalah jenis olahraga berlari dan melomp at diantara gedung gedung tinggi yang mengandalkan kecepatan kaki dan kekuatan tangan tempatnya biasanya diatas gedung apartemen atap rumah pohon pohon,51,analisis_essay,analisis_essay-20,0.51,0.6714978,0.68083143,0.5093022,0.53045833
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour baca paar kuur kadang kadang disingkat pk atau l art du deplacement seni gerak adalah aktivitas yang bertujuan untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan secepat cepatnya menggunakan prinsip kemampuan badan manusia itu berarti untuk menolong seseorang melintasi rintangan yang bisa berupa apa saja di sekitar lingkungan dari cabang cabang pohon dan batu batuan hingga pegangan tangan dan tembok beton yang bisa dilatih di desa dan di kota,51,analisis_essay,analisis_essay-20,0.51,0.57139015,0.5843835,0.52808833,0.43923858
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour adalah aktivitas dengan tujuan berpindah dari satu tempat ke tempat lain dengan cepat dan efisien menggunakan prinsip kemampuan badan manusia,48,analisis_essay,analisis_essay-20,0.48,0.53187805,0.5463158,0.4703876,0.4454867
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,parkour adalah seni olahraga melompat biasanya bisa dilakukan parkour di gedung gedung jalan jembatan dan lain lain,47,analisis_essay,analisis_essay-20,0.47,0.51854306,0.5334683,0.45402867,0.44359457
"Apa yang dimaksud dengan parkour? (pengertian, dan tempat-tempat biasa melakukan parkour) ",parkour adalah aktivitas atau olahraga yang dilakukan oleh sesorang atau kelompok tertentu untuk berpindah dari satu tempat ke tempat lainnya dengan efisien dan cepat menggunakan kemampuan yang ada pada manusia berlari lompat menggantung parkour biasanya dilakukan di atas gedung bangunan penuh halangan bertembok pohon dan daerah berbatu,pakour adalah olahraga serba guna yang akan membantu anda bergerak memanjat meloncat dan anda tidak akan terus terhalang akan tembok atau rintangan yang menghalau anda untuk maju ke depan yang saya tahu dimana saja bisa terkadang bisa juga di atas gedung,40,analisis_essay,analisis_essay-20,0.4,0.34583476,0.36707374,0.44708443,0.44455507
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,sebagai tiang penegak negera,7,analisis_essay,analisis_essay-21,0.07,0.10112248,0.13130748,0.07609779,0.057305194
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,fungsi paratai politik untuk membantu pemerintahan dalam melakukan tugas tugasnya,27,analisis_essay,analisis_essay-21,0.27,0.2530101,0.2776425,0.2344016,0.21471833
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,fungsi partai politik sebagai wadah bagi masyarakat yang ingin mencalonkan diri sebagai wakil rakyat dan jika telah terpilih ia akan menjadi wakil dari masyarakat untuk mengutarakan aspirasi yang ada,44,analisis_essay,analisis_essay-21,0.44,0.36272505,0.38334656,0.3509224,0.32457042
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,tidak ada fungsinya karena asal orang bekerja dengan jujur pasti fungsi negara akan berjalan dengan baik,8,analisis_essay,analisis_essay-21,0.08,0.16598448,0.1937983,0.07169811,0.096809946
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,partai politik sebagai jembatan untuk seseorang memasuki pemerintahan dan sebagai tiang pemerintahan,19,analisis_essay,analisis_essay-21,0.19,0.357697,0.37850234,0.22277503,0.23381756
"Jelaskan fungsi partai politik, berkaitan dengan kekuasaan pemerintahan. (Usahakan jawab dalam 2-4 kalimat) ",partai politik sebagai organisasi resmi untuk menyalurkan aspirasi masyarakat partai politik memiliki kekuatan politik serta ikut menentukan proses pembentukan kekuasaan pemerintah secara legal diakui hukum juga mempunyai hak beraktifitas merebut dan mempertahankan kekuasaan politik,partai politik sebagai lahan mencari kekuasaan terkadang juga digunakan untuk memperkaya dirinya sendiri partai politik hanya sekitar 40 yang memang serius ingin mensejahterakan masyarakat tetapi jika sudah berhasil para politikus sudah lupa akan janji yang sudah mereka berikan kepada masyarakat,55,analisis_essay,analisis_essay-21,0.55,0.33139396,0.35316086,0.36437047,0.40142217
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,proklamasi kami bangsa indonesia dengan ini menyatakaan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan dan lain lain diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 agustus 1995 soekarno hatta,76,analisis_essay,analisis_essay-22,0.76,0.809593,0.8138783,0.843212,0.81937003
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan dll diselenggarakan dalam dengan cara seksama dan dalam tempo sesingkat singkat nya jakarta hari 17 bulan 08 tahun 05 atas nama bangsa indonesia soekarno hatta,78,analisis_essay,analisis_essay-22,0.78,0.8483947,0.8512615,0.8366206,0.82732695
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,kami bangsa indonesia dengan ini menyatakan kemerdekaannya hal hal yang mengenai pemindahan kekuasaan dan lain lain di selenggarakan dengan cara seksama dan dengan tempo yang sesingkat singkatnya,72,analisis_essay,analisis_essay-22,0.72,0.72346944,0.73090315,0.69577724,0.643573
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,kami segenap bangsa indonesia menyatakan kemerdekaan,23,analisis_essay,analisis_essay-22,0.23,0.22399826,0.24969125,0.19123009,0.19216666
Tuliskan isi teks asli proklamasi dengan ejaan yang telah disempurnakan. ,proklamasi kami bangsa indonesia dengan ini menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan d l l diselenggarakan dengan cara seksama dan dalam tempo yang sesingkat singkatnya jakarta 17 8 05 wakil wakil bangsa indonesia,proklamasi kami bangsa indonesia menyatakan kemerdekaan indonesia hal hal yang mengenai pemindahan kekuasaan dengan seksama dalam toempo yang sesingkat singkatnnya,75,analisis_essay,analisis_essay-22,0.75,0.69759035,0.70597017,0.6123892,0.6094162
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan majapahit berada di pulau jawa,22,analisis_essay,analisis_essay-23,0.22,0.075108804,0.10624479,0.1457137,0.177559
